name,parent,clusterid,label,compute_pos,svg_pos,model_level,percentage,mi,children
Z2540,Z3201,10,"temperature,pressure,water,air,temperatures","913.915,-2376.05","893.44,-2460.2",2,0.13,"Z3201,0.27425372080826305","Z11546,Z11545"
Z2541,Z3201,10,"mixing,heat,thermal,convection,combustion,fluids,cooling","569.49,-2495.13333333","639.08,-2503.6",2,0.05,"Z3201,0.12311636197286781","Z11547,Z11549,Z11548"
Z2542,Z3202,10,"weather,wind,climate,meteorological,atmospheric,precipitation,atmosphere","495.065,-2411.45","653.98,-2459.6",2,0.08,"Z3202,0.27331354237990624","Z11551,Z11550"
Z11406,Z2495,11,"sequence,sequences","3433.1,-2494.1","3433.1,-2494.1",1,0.43,"Z2495,0.01961344795730971",
Z11407,Z2495,11,"processes,essential,descriptive","3486.7,-2425.9","3486.7,-2425.9",1,0.32,"Z2495,0.011119068479994117",
Z11404,Z2495,11,"state,art","3517.8,-2498.9","3517.8,-2498.9",1,0.44,"Z2495,0.04476721350668583",
Z11405,Z2495,11,"drive,driving,production,standards,manufacturing","3676.6,-2366.7","3676.6,-2366.7",1,0.18,"Z2495,0.020611436089081104",
Z11402,Z2495,11,"changing,changed","3577.1,-2373.5","3577.1,-2373.5",1,0.31,"Z2495,0.11412682715442524",
Z11403,Z2495,11,"dynamic,dynamically,static","3662.4,-2413.3","3662.4,-2413.3",1,0.38,"Z2495,0.05338904532212901",
Z11400,Z2494,11,"clicking,click","4071.2,-2746.3","4071.2,-2746.3",1,0.19,"Z2494,0.4712219447326619",
Z11401,Z2495,11,"add,added,adding","3761.6,-2406.6","3761.6,-2406.6",1,0.33,"Z2495,0.06439340576152928",
Z2544,Z3203,10,"ocean,sea,pacific,island,eddies,islands,eddy","1158.96666667,-2465.6","1090.9,-2544.7",2,0.05,"Z3203,0.16322837213175287","Z11556,Z11557,Z11558"
Z11408,Z2496,11,"movement,movements","3428.9,-2381.7","3428.9,-2381.7",1,0.17,"Z2496,0.21416882822412228",
Z11409,Z2496,11,"move,moving,moves","3295.8,-2509.8","3295.8,-2509.8",1,0.36,"Z2496,0.5686323023738122",
Z3135,Z449,5,"guidelines,completed,statistically,completion,confidence,significance,read","3403.13333333,-940.567333333","3568.5,-945.22",3,0.17,"Z449,0.3738188503993978","Z1949,Z1948,Z1947,Z1946,Z1958,Z1956,Z1955,Z2346,Z2345,Z1957,Z1954,Z1952,Z1953,Z1950,Z1951"
Z2546,Z3203,10,"sensor,sensors,port,sonar,underwater,ports,diego","866.113,-2783.23","872.45,-2757.2",2,0.01,"Z3203,0.02573351937731839","Z11570,Z11571,Z11569,Z11568,Z11563,Z11562,Z11565,Z11564,Z11567,Z11566"
Z1318,Z2121,2,"differ,differs,reasons","2648.8,-752.18","2648.8,-752.18",1,0.18,"Z2121,0.11890146663682775",
Z2547,Z3204,10,"missions,longitude,latitude,earth,mission,earths,mars","943.4475,-2684.85","981.76,-2680.9",2,0.03,"Z3204,0.08669339453856732","Z11572,Z11573,Z11574,Z11575"
Z1319,Z2121,2,"independent,dependent,independently","2800.1,-675.59","2800.1,-675.59",1,0.42,"Z2121,0.023552495751908348",
Z2355,Z3138,5,"notes,lab,began,workspace,submitted,submission,meeting","3369.6,-1136.2","3462.3,-1171.3",2,0.17,"Z3138,0.43051472482757147","Z1981,Z1980"
Z2354,Z3138,5,"participants,participant,varied,hypothesized,looked,randomized,distractors","3330.55,-1300.25","3218.9,-1342.1",2,0.17,"Z3138,0.4408467108079615","Z1978,Z1979"
Z2357,Z3138,5,"subjects,ratings,rating,rated,session,sessions,preference","3611.8,-1284.91666667","3586.2,-1274.4",2,0.17,"Z3138,0.4228827914942949","Z1990,Z1985,Z1987,Z1986,Z1989,Z1988"
Z2356,Z3138,5,"gave,responses,allowed,decided,response,participation,stated","3279.53333333,-1393.4","3297.8,-1346.6",2,0.17,"Z3138,0.424384319071782","Z1983,Z1982,Z1984"
Z2351,Z3137,5,"gender,age,female,male","3570.0,-847.915","3638.5,-901.18",2,0.09,"Z3137,0.09436577800337086","Z1970,Z1971"
Z2350,Z3137,5,"recorded,record,recording,records","3887.4,-1032.365","3824.2,-1079.7",2,0.14,"Z3137,0.18515427159753214","Z1969,Z1968"
Z2353,Z3138,5,"comments,statement,statements,commented,comment","3461.0,-1171.3","3551.1,-1209",2,0.17,"Z3138,0.4309248767403336","Z1976,Z1977"
Z2352,Z3137,5,"interviews,interview,prototypes,gathered,gather,prototype,gathering","3737.35,-782.1425","3701.5,-857.08",2,0.08,"Z3137,0.07903916742165243","Z1974,Z1975,Z1972,Z1973"
Z2359,Z3138,5,"asked,questionnaire,wanted,felt,ten,helped,twenty","3199.96666667,-1277.66666667","3216.4,-1281.2",2,0.18,"Z3138,0.3496064513690284","Z1996,Z1994,Z1995"
Z2358,Z3138,5,"difficulty,included,experienced,difficulties,ease,includes,excluded","3221.73333333,-1193.16666667","3335.3,-1202.2",2,0.17,"Z3138,0.4180740169974495","Z1992,Z1993,Z1991"
Z1396,Z2141,2,"perspective,perspectives","2402.4,-753.07","2402.4,-753.07",1,0.23,"Z2141,0.04991234478567417",
Z349,Z420,2,"target,targets,removing,removed,remove,removal,optimize","2563.27142857,-495.739285714","2512.9,-618.16",3,0.32,"Z420,0.5994007668916691","Z2135,Z2136,Z1376,Z1377,Z1374,Z1375,Z1378,Z1379,Z1383,Z1381,Z1380,Z1382,Z1385,Z1384"
Z348,Z420,2,"transactions,vol,augment,compare,fully,sec,comparisons","2572.88125,-396.985","2556.5,-531.9",3,0.32,"Z420,0.6162603488183981","Z2133,Z2132,Z2134,Z1361,Z1363,Z1362,Z1365,Z1364,Z1367,Z1366,Z1369,Z1368,Z1372,Z1373,Z1370,Z1371"
Z345,Z419,2,"tvcgcomputer,reprints,org,send,mail,december,account","3061.67777778,-269.448888889","2905.7,-354.78",3,0.30,"Z419,0.601240028463368","Z2126,Z2127,Z2125,Z1347,Z1346,Z1345,Z1344,Z1343,Z1342"
Z344,Z418,2,"introduce,explicit,roughly,strategy,remaining,remains,affect","2890.875,-1199.635","2933.4,-1054.5",3,0.37,"Z418,0.6168611537404523","Z1329,Z1328,Z1338,Z1339,Z2123,Z2124,Z1341,Z1340,Z1325,Z1324,Z1327,Z1326,Z1333,Z1335,Z1332,Z1331,Z1336,Z1337,Z1334,Z1330"
Z347,Z420,2,"conclusion,presence,appears,conclusions,apparent,assumptions,absence","2375.16666667,-414.568888889","2446.2,-602.79",3,0.32,"Z420,0.6138803468670485","Z2131,Z2130,Z1360,Z1358,Z1359,Z1354,Z1355,Z1356,Z1357"
Z346,Z419,2,"posted,march,online,society,august,published,mailed","2771.5,-377.93625","2762.4,-398.61",3,0.27,"Z419,0.46937280957129035","Z2128,Z2129,Z1349,Z1348,Z1350,Z1351,Z1352,Z1353"
Z341,Z417,2,"university,department,engineering,science,sciences,scientist,scientists","2620.13333333,-1266.63333333","2654.6,-1080.3",3,0.55,"Z417,0.28311442706878925","Z1309,Z1308,Z1307,Z1306,Z2117,Z2116"
Z340,Z416,2,"density,distributed,fails,dense,densities,sparse,robust","3299.21111111,-556.25","3196.9,-661.37",3,0.37,"Z416,0.4620113620642844","Z1303,Z1302,Z1301,Z1305,Z1304,Z1300,Z2115,Z2114,Z2113"
Z343,Z418,2,"additionally,differ,uni,combined,extended,direct,extend","2753.56153846,-785.772307692","2800.6,-879.37",3,0.38,"Z418,0.5990590351017306","Z1316,Z1317,Z2122,Z2120,Z2121,Z1321,Z1320,Z1323,Z1322,Z1314,Z1315,Z1318,Z1319"
Z610,fake_root,9,"computation,computing,neighborhood,error,optimization,computations,min","2068.30608696,-1334.84069565","2263.6,-1418.6",6,0.41,"Z63,0.07076357191758843","Z11309,Z11308,Z11301,Z11300,Z11303,Z11302,Z11305,Z11304,Z11307,Z11306,Z3178,Z3179,Z11334,Z11335,Z11336,Z11337,Z11330,Z11331,Z11332,Z11333,Z11338,Z11339,Z464,Z465,Z466,Z467,Z11323,Z11322,Z11321,Z11320,Z11327,Z11325,Z11324,Z3172,Z3173,Z3171,Z3176,Z3177,Z3174,Z3175,Z2458,Z2459,Z2456,Z2457,Z2455,Z11279,Z2467,Z2466,Z2465,Z2464,Z2463,Z2462,Z2461,Z2460,Z2469,Z2468,Z527,Z526,Z2470,Z2471,Z2472,Z2473,Z2474,Z2475,Z2476,Z2477,Z2478,Z2479,Z11288,Z11289,Z11280,Z11281,Z11282,Z11283,Z11284,Z11285,Z11286,Z11287,Z11352,Z11353,Z11350,Z11351,Z11297,Z11296,Z11295,Z11294,Z11293,Z11292,Z11291,Z11290,Z11299,Z11298,Z11345,Z11344,Z11347,Z11346,Z11341,Z11340,Z11343,Z11342,Z11349,Z11348,Z11326,Z11329,Z11328,Z11318,Z11319,Z11312,Z11313,Z11310,Z11311,Z11316,Z11317,Z11314,Z11315"
Z1255,Z296,3,"corpus,spire","2298.8,-2996.6","2298.8,-2996.6",1,0.16,"Z296,0.3324214397191285",
Z1254,Z296,3,"sentences,sentence","2374.4,-2981.9","2374.4,-2981.9",1,0.15,"Z296,0.32869865972526763",
Z1257,Z296,3,"title,titles","2245.1,-3122.3","2245.1,-3122.3",1,0.18,"Z296,0.2758368304122784",
Z2513,Z3190,10,"ellipsoids,ellipsoid,tensor,ellipse,tensors,ellipses,diffusion","1184.46666667,-2800.5","1233.7,-2741.9",2,0.09,"Z3190,0.24754400378572006","Z11466,Z11467,Z11468"
Z2512,Z3189,11,"role,play,plays,played,roles","3492.45,-3110.25","3462.5,-3160.6",2,0.31,"Z3189,0.02458909095469467","Z11464,Z11465"
Z2511,Z3189,11,"unified,framework,frameworks,incorporates,managing,driven,register","3650.0,-3172.7","3515.3,-3204.7",2,0.11,"Z3189,0.03301387945403693","Z11462,Z11463"
Z2510,Z3189,11,"abstraction,abstract,abstractions,representations,abstracted","3934.6,-3087.65","3825.6,-3128",2,0.12,"Z3189,0.03711484424608076","Z11460,Z11461"
Z2517,Z3192,10,"released,lagrangian,tracing,exponent,traced,ftle,release","1373.2,-2546.225","1399.9,-2561.6",2,0.10,"Z3192,0.24365626140736302","Z11479,Z11480,Z11481,Z11478"
Z2516,Z3191,10,"positive,negative,sign,signs","1170.9,-2664.0","1216.5,-2626.4",2,0.19,"Z3191,0.02894282039651241","Z11477,Z11476"
Z2515,Z3191,10,"eigenvectors,eigenvalues,eigenvector,eigenvalue,stress,symmetry,invariant","911.366,-2344.66","953.58,-2371.2",2,0.04,"Z3191,0.059183409413042884","Z11473,Z11472,Z11471,Z11475,Z11474"
Z2514,Z3190,10,"anisotropy,anisotropic,isotropic,hyperstreamlines","1573.05,-2653.2","1437.7,-2640",2,0.05,"Z3190,0.12520061452596032","Z11469,Z11470"
Z1251,Z295,3,"internet,multimedia,retrieval,contents","2154.1,-3137.7","2154.1,-3137.7",1,0.25,"Z295,0.20698676189226478",
Z2519,Z3193,10,"motion,covering,physical,motions,spacetime,physically,parallax","1774.2,-2716.36666667","1790.8,-2730.1",2,0.30,"Z3193,0.20025094587539452","Z11488,Z11486,Z11487"
Z2518,Z3192,10,"particle,particles,injection,injected,traces,dye,trace","1050.6675,-2305.375","1226.4,-2418",2,0.14,"Z3192,0.3269628737333341","Z11484,Z11485,Z11482,Z11483"
Z1250,Z295,3,"word,words","2147.5,-3007.3","2147.5,-3007.3",1,0.12,"Z295,0.15824494222951907",
Z1253,Z296,3,"document,documents","2335.2,-3128.9","2335.2,-3128.9",1,0.14,"Z296,0.38949495562136915",
Z1252,Z295,3,"collections,collection","1986.2,-3152","1986.2,-3152",1,0.17,"Z295,0.1611514849189195",
Z1419,Z2151,2,"green,blue","2261.2,-770.85","2261.2,-770.85",1,0.34,"Z2151,0.6300791503209541",
Z1418,Z2150,2,"dark,light,bright","2519.8,-1178.5","2519.8,-1178.5",1,0.16,"Z2150,0.30289952734576664",
Z1413,Z2148,2,"tr,rr,ur,bd,ts,cd,today","2031.9,-846.83","2031.9,-846.83",1,0.11,"Z2148,0.11983792610198893",
Z1412,Z2147,2,"ni,nj,nk,pivot","1917.2,-595.63","1917.2,-595.63",1,0.08,"Z2147,0.1350164146569533",
Z1411,Z2147,2,"pi,fi,wi,ti,zi,si,xi","1913.9,-647.65","1913.9,-647.65",1,0.05,"Z2147,0.18080931005397677",
Z1410,Z2146,2,"tion,visualiza,tions,ap","2137,-744.52","2137,-744.52",1,0.21,"Z2146,0.05146610490553225",
Z1417,Z2150,2,"tone,darker,neutral,participating","2517.8,-1225.2","2517.8,-1225.2",1,0.22,"Z2150,0.47644880119596156",
Z1416,Z2149,2,"brightness,brighter","2323.2,-1093.6","2323.2,-1093.6",1,0.14,"Z2149,0.13598793436967302",
Z1415,Z2149,2,"hue,saturation,hues,lightness","2129.8,-995.65","2129.8,-995.65",1,0.06,"Z2149,0.1930863629064432",
Z1414,Z2148,2,"ri,qi,mi,fl,ci,bi,di","2054.4,-744.61","2054.4,-744.61",1,0.05,"Z2148,0.18329719690715857",
Z11370,Z2485,11,"architecture,architectures","2934.1,-2864.7","2934.1,-2864.7",1,0.16,"Z2485,0.2394143771946502",
Z11371,Z2485,11,"implement,implementing,implements","2971.2,-2732.4","2971.2,-2732.4",1,0.15,"Z2485,0.17858960402137447",
Z11372,Z2486,11,"file,files","3138.4,-2607.7","3138.4,-2607.7",1,0.08,"Z2486,0.27438317371628324",
Z11373,Z2486,11,"directory,directories","3214.3,-2651.9","3214.3,-2651.9",1,0.10,"Z2486,0.23498920558443315",
Z11374,Z2486,11,"io,ascii,linux","3129.2,-2756.9","3129.2,-2756.9",1,0.15,"Z2486,0.1536136716340914",
Z11375,Z2487,11,"web,browser,google","3248,-2419.9","3248,-2419.9",1,0.09,"Z2487,0.28321844439092275",
Z11376,Z2487,11,"url,browsers","3272.8,-2463.9","3272.8,-2463.9",1,0.12,"Z2487,0.24542135527925502",
Z11377,Z2487,11,"thumbnail,thumbnails","3141.3,-2414","3141.3,-2414",1,0.11,"Z2487,0.19311665740228107",
Z11378,Z2488,11,"services,service","2720.6,-2450.8","2720.6,-2450.8",1,0.12,"Z2488,0.17867561015245753",
Z11379,Z2488,11,"site,sites","2926.6,-2362","2926.6,-2362",1,0.16,"Z2488,0.10084428452995656",
Z1259,Z297,3,"text,textual","2034.4,-3329.1","2034.4,-3329.1",1,0.13,"Z297,0.3022091324250758",
Z1258,Z297,3,"characters,character,font,texts,legibility","2063.1,-3223.6","2063.1,-3223.6",1,0.24,"Z297,0.24134497957577955",
Z1709,Z2265,7,"compressed,compression,compress,decompression","1043.6,-1453","1043.6,-1453",1,0.05,"Z2265,0.1685868254168009",
Z1708,Z2265,7,"mpeg,parallelogram,disparity,ideal,ibfv,vp,uniformity","1107.4,-1330.7","1107.4,-1330.7",1,0.10,"Z2265,0.14322587005146878",
Z1707,Z2264,7,"latency,bandwidth,throughput,bottleneck","582.93,-1281.2","582.93,-1281.2",1,0.04,"Z2264,0.1523877173328937",
Z1706,Z2264,7,"bus,pci","525.11,-1459.4","525.11,-1459.4",1,0.07,"Z2264,0.13322888516205061",
Z1705,Z2263,7,"calls,phone,calling","126.29,-1427","126.29,-1427",1,0.12,"Z2263,0.023217176461425622",
Z1704,Z2263,7,"thread,threads","385.11,-1278.6","385.11,-1278.6",1,0.02,"Z2263,0.03221803096172171",
Z1703,Z2263,7,"synchronization,synchronized","143.09,-1368.6","143.09,-1368.6",1,0.02,"Z2263,0.042052238142034605",
Z1702,Z2262,7,"lod,lods","670.49,-1235.1","670.49,-1235.1",1,0.04,"Z2262,0.015219474410209885",
Z1701,Z2262,7,"disk,disks,paging","783.58,-1411.9","783.58,-1411.9",1,0.10,"Z2262,0.07940047999777822",
Z1700,Z2261,7,"accesses,accessing,locality","922.12,-1363.7","922.12,-1363.7",1,0.15,"Z2261,0.17125993439147108",
Z11194,Z2422,1,"dv,dw,dq,lv,hh,ru,eh","2507.6,-2186.2","2507.6,-2186.2",1,0.08,"Z2422,0.011577261271492832",
Z1897,Z2326,5,"identify,identified,identifying,identification","4670.2,-1542.5","4670.2,-1542.5",1,0.44,"Z2326,0.4006838683166112",
Z1896,Z2326,5,"description,descriptions,describing","4966.2,-1703.1","4966.2,-1703.1",1,0.27,"Z2326,0.21427956969117368",
Z1895,Z2325,5,"interpretation,interpret,interpretations","4512.1,-1734.3","4512.1,-1734.3",1,0.27,"Z2325,0.03373257998541735",
Z1894,Z2325,5,"insight,gain","4755.4,-1762","4755.4,-1762",1,0.39,"Z2325,0.052129575206069576",
Z1893,Z2325,5,"characterize,characterizing,characterization,characterized,isolated","4512.1,-1675","4512.1,-1675",1,0.14,"Z2325,0.06217934164372115",
Z1892,Z2325,5,"characteristics,characteristic","4351.8,-1729.9","4351.8,-1729.9",1,0.41,"Z2325,0.09789982579855809",
Z1891,Z2324,5,"population,populations,demographic","5005.6,-1245.2","5005.6,-1245.2",1,0.14,"Z2324,0.08942386823033519",
Z1890,Z2324,5,"statistical,statistics","5007.9,-1390.2","5007.9,-1390.2",1,0.28,"Z2324,0.17191810586623027",
Z11116,Z2396,5,"ensemble,ensembles","4703.5,-1627.8","4703.5,-1627.8",1,0.02,"Z2396,0.026226627041351723",
Z1899,Z2327,5,"manually,manual","4034.3,-445.93","4034.3,-445.93",1,0.21,"Z2327,0.4291836663472593",
Z1898,Z2327,5,"tedious,consuming,prone","3998.6,-643.07","3998.6,-643.07",1,0.29,"Z2327,0.36693275308712286",
Z1487,Z2175,8,"midpoint,bisection,longest","1270.1,-285.71","1270.1,-285.71",1,0.27,"Z2175,0.36821978667271804",
Z11110,Z2393,5,"acknowledgments,supported","4633.1,-436.84","4633.1,-436.84",1,0.30,"Z2393,0.5882572782707366",
Z1481,Z2173,8,"junctions,junction","1438.8,-23.333","1438.8,-23.333",1,0.08,"Z2173,0.15545634505832706",
Z1950,Z2346,5,"instruction,instructions,simd","3499.5,-989.28","3499.5,-989.28",1,0.06,"Z2346,0.045402989532463314",
Z11113,Z2394,5,"sgi,onyx","4381.4,-1317.1","4381.4,-1317.1",1,0.08,"Z2394,0.10207914818742451",
Z11183,Z2418,1,"grid,grids","2253.5,-2553.3","2253.5,-2553.3",1,0.36,"Z2418,0.45031565599833256",
Z11182,Z2418,1,"cell,cells","2309.1,-2509.3","2309.1,-2509.3",1,0.41,"Z2418,0.16339538007810384",
Z11181,Z2417,1,"theorem,proof","2063.5,-2103.7","2063.5,-2103.7",1,0.07,"Z2417,0.041114486617841825",
Z11180,Z2417,1,"finite,infinite,fem","1654.3,-2109","1654.3,-2109",1,0.26,"Z2417,0.3608088661442169",
Z11187,Z2420,1,"samples,sample","2082.1,-2527.6","2082.1,-2527.6",1,0.38,"Z2420,0.34974813194723986",
Z11186,Z2420,1,"sampling,sampled","2235.8,-2421.3","2235.8,-2421.3",1,0.30,"Z2420,0.5619121037904006",
Z11185,Z2419,1,"resampling,resampled","2549.3,-2476.3","2549.3,-2476.3",1,0.07,"Z2419,0.0492041712032059",
Z11184,Z2419,1,"splatting,splat,splats","2469.4,-2520.3","2469.4,-2520.3",1,0.06,"Z2419,0.08848101867735848",
Z11189,Z2421,1,"aliasing,anti","2168.8,-2628.3","2168.8,-2628.3",1,0.16,"Z2421,0.3288725441502261",
Z11188,Z2421,1,"artifacts,quality,artifact","2253.5,-2597.3","2253.5,-2597.3",1,0.28,"Z2421,0.22451803955827782",
Z1677,Z2252,7,"float,int","150.3,-1624.3","150.3,-1624.3",1,0.05,"Z2252,0.012691466184918749",
Z1676,Z2252,7,"channel,channels","265.44,-1533.3","265.44,-1533.3",1,0.14,"Z2252,0.00897393386794395",
Z1675,Z2252,7,"conversion,convert,converted,converting","316.57,-1586.6","316.57,-1586.6",1,0.13,"Z2252,0.035097206440211456",
Z1674,Z2252,7,"waves,wave,shock","74.415,-1611.9","74.415,-1611.9",1,0.08,"Z2252,0.038237783771070184",
Z1673,Z2252,7,"propagation,propagate,propagated","110.26,-1523.9","110.26,-1523.9",1,0.11,"Z2252,0.06873999736647254",
Z1672,Z2251,7,"requirements,requirement,meet","502.11,-1547.5","502.11,-1547.5",1,0.37,"Z2251,0.07931770493095477",
Z1671,Z2251,7,"implementations,runtime,optimizations","188.78,-1526.5","188.78,-1526.5",1,0.24,"Z2251,0.08438610793702846",
Z1670,Z2251,7,"efficiently,efficiency,overhead,octree","238.25,-1616.3","238.25,-1616.3",1,0.27,"Z2251,0.21269274500261368",
Z1679,Z2252,7,"packed,packing","175.17,-1694.5","175.17,-1694.5",1,0.06,"Z2252,0.0022590507039878405",
Z1678,Z2252,7,"tuples,tuple,relational","99.433,-1668.3","99.433,-1668.3",1,0.07,"Z2252,0.005469332375662916",
Z141,Z215,4,"geo,geospatial,emergency,incidents,fire,evacuation,incident","3935.4,-2411.2","3935.4,-2411.2",1,0.08,"Z215,0.15232303363400002",
Z110,Z24,4,"meters,meter,km","4171.9,-2018","4171.9,-2018",1,0.05,"Z24,0.03440964751895777",
Z111,Z25,4,"language,languages,programming","4276.8,-2237.5","4276.8,-2237.5",1,0.04,"Z25,0.11613845845999533",
Z112,Z25,4,"script,scripts,scripting","4352.9,-2212.8","4352.9,-2212.8",1,0.10,"Z25,0.10599579499683119",
Z113,Z25,4,"template,templates","4483.2,-2381.2","4483.2,-2381.2",1,0.12,"Z25,0.10704134505394072",
Z114,Z26,4,"explorer,iris,avs,ibm,dataflow","4689.9,-2431.9","4689.9,-2431.9",1,0.07,"Z26,0.10558058396097877",
Z115,Z26,4,"modules,module","4687.2,-2489.4","4687.2,-2489.4",1,0.14,"Z26,0.2543058295728096",
Z116,Z26,4,"outputs,output,inputs","4623.4,-2404.5","4623.4,-2404.5",1,0.14,"Z26,0.08158527613820973",
Z117,Z26,4,"extensible,modular","4484.4,-2293.1","4484.4,-2293.1",1,0.06,"Z26,0.0718770362941382",
Z118,Z27,4,"predicates,predicate","4031.2,-1925.6","4031.2,-1925.6",1,0.05,"Z27,0.1736609039398918",
Z119,Z27,4,"expressive,expressiveness","3954.3,-1958.3","3954.3,-1958.3",1,0.11,"Z27,0.11717184924734395",
Z3169,Z463,0,"bone,intensity,morphological,segmentation,head,skin,bones","1479.36363636,-1615.81818182","1502.2,-1600.6",3,0.13,"Z463,0.3615423127465651","Z11268,Z11266,Z11267,Z2452,Z2450,Z2451,Z11271,Z11270,Z11272,Z11269,Z11265"
Z2181,Z366,8,"intersection,intersections,intersect,intersecting,intersects,disjoint,union","1109.65,-454.165","1102.7,-470.79",2,0.21,"Z366,0.4239628832490364","Z1504,Z1503"
Z11569,Z2546,10,"boston,oct","980.13,-2788.8","980.13,-2788.8",1,0.06,"Z2546,1.7693905258536503E-5",
Z11568,Z2546,10,"supernova,ma,john,double,utility","789.85,-2887.6","789.85,-2887.6",1,0.07,"Z2546,1.576304668809457E-5",
Z11561,Z2545,10,"land,forest,globe,regional","730.39,-2612.3","730.39,-2612.3",1,0.13,"Z2545,0.12388498500621567",
Z11560,Z2545,10,"north,south","501.95,-2551.6","501.95,-2551.6",1,0.06,"Z2545,0.21053180585036121",
Z11563,Z2546,10,"sonar,underwater","874.64,-2875.4","874.64,-2875.4",1,0.01,"Z2546,0.01658739544337779",
Z11562,Z2546,10,"sensor,sensors","1003.7,-2838.1","1003.7,-2838.1",1,0.03,"Z2546,0.011568437077464468",
Z11565,Z2546,10,"subspace,subspaces","792.19,-2786.9","792.19,-2786.9",1,0.05,"Z2546,9.155967541336354E-5",
Z11564,Z2546,10,"port,ports","652.3,-2686.5","652.3,-2686.5",1,0.05,"Z2546,0.006185736939429221",
Z11567,Z2546,10,"diego,san,sdsc","901.54,-2657","901.54,-2657",1,0.05,"Z2546,5.984584787244297E-4",
Z11566,Z2546,10,"grand,tour","959.45,-2882.1","959.45,-2882.1",1,0.04,"Z2546,0.0019360758477110869",
Z3103,Z441,6,"networks,packet,network,packets,actors,actor,networking","3655.34,-2212.86","3639.8,-2091.9",3,0.12,"Z441,0.0876586963272328","Z2269,Z2268,Z2267,Z1718,Z1712,Z1713,Z1714,Z1715,Z1716,Z1717"
Z3102,Z440,7,"compressed,compression,compress,decompression,mpeg,transmission,wavelet","1126.43333333,-1405.23333333","992.58,-1407.7",3,0.06,"Z440,0.03928350237429411","Z2265,Z2266,Z1709,Z1708,Z1710,Z1711"
Z3101,Z440,7,"bus,latency,pci,bandwidth,throughput,bottleneck,synchronization","372.054285714,-1364.27142857","617.67,-1350",3,0.05,"Z440,0.10389918866642933","Z2263,Z2264,Z1707,Z1706,Z1705,Z1704,Z1703"
Z3100,Z439,7,"cache,caching,accesses,disk,accessing,locality,disks","822.368333333,-1363.36666667","715.21,-1359.8",3,0.09,"Z439,0.12781477796494867","Z2261,Z2262,Z1702,Z1701,Z1700,Z1699"
Z3107,Z441,6,"workstations,lo,workstation,cp,plates,silicon,ll","3480.68888889,-1660.25555556","3455,-1786",3,0.14,"Z441,0.02942488165077833","Z2278,Z2276,Z2277,Z1743,Z1742,Z1747,Z1746,Z1745,Z1744"
Z3106,Z441,6,"fisheye,focuscontext,lens,lenses,magic,distortion,magnification","3777.92857143,-1861.18571429","3647.7,-1888.1",3,0.11,"Z441,0.017108801258121933","Z2274,Z2275,Z1741,Z1740,Z1737,Z1738,Z1739"
Z3105,Z441,6,"players,player,sports,lost,game,lose,games","3455.18571429,-1960.46428571","3442.7,-2013.4",3,0.03,"Z441,0.028155446790980847","Z2272,Z2273,Z1725,Z1727,Z1726,Z1729,Z1728,Z1732,Z1733,Z1730,Z1731,Z1736,Z1734,Z1735"
Z2189,Z369,8,"stable,evolution,stability,unstable,evolving,evolve,instability","1512.8,-924.695","1471,-839.41",2,0.10,"Z369,0.12607926625467009","Z1523,Z1522"
Z3109,Z441,6,"biological,biology,biologists,protein,proteins,dna,evolutionary","3736.85,-1744.68333333","3614.4,-1839.3",3,0.05,"Z441,0.007353534251220506","Z1754,Z1755,Z1752,Z1753,Z2282,Z2281"
Z3108,Z441,6,"thousands,hundreds,hundred,tens,count,thousand,counts","3660.61666667,-1923.66666667","3560.9,-1883.3",3,0.21,"Z441,0.034234545378749086","Z2279,Z1749,Z1748,Z1750,Z1751,Z2280"
Z11415,Z2498,11,"facility,facilities","3812,-2494.9","3812,-2494.9",1,0.28,"Z2498,0.36819564437293534",
Z11414,Z2498,11,"command,commands","3847.7,-2543.9","3847.7,-2543.9",1,0.27,"Z2498,0.4668167203173394",
Z11417,Z2499,11,"mechanisms,mechanism","3708.3,-2843.8","3708.3,-2843.8",1,0.24,"Z2499,0.1876365991738449",
Z11416,Z2498,11,"library,libraries","3602.6,-2525.6","3602.6,-2525.6",1,0.35,"Z2498,0.33655947097249395",
Z11411,Z2497,11,"editing,edit","3517.8,-2869.4","3517.8,-2869.4",1,0.13,"Z2497,0.08905453987604664",
Z11410,Z2497,11,"panel,panels","3453,-2808.2","3453,-2808.2",1,0.17,"Z2497,0.05151945492160176",
Z11413,Z2498,11,"developers,developer","3703.8,-2521.5","3703.8,-2521.5",1,0.27,"Z2498,0.4731365446139524",
Z11412,Z2498,11,"interface,interfaces","3780.7,-2450.6","3780.7,-2450.6",1,0.25,"Z2498,0.550108587906426",
Z11419,Z2499,11,"manipulate,manipulation,manipulating,manipulated,manipulations","3753.1,-2799.6","3753.1,-2799.6",1,0.20,"Z2499,0.09381580655121606",
Z11418,Z2499,11,"efforts,past,infrastructure,leverage,coordination,burden","3621.6,-2803","3621.6,-2803",1,0.28,"Z2499,0.10196037167539247",
Z2346,Z3135,5,"read,hoc,instruction,reading,fill,fairly,instructions","3379.19,-987.296","3423.9,-982.1",2,0.21,"Z3135,0.32563529068484953","Z1949,Z1958,Z1956,Z1955,Z1957,Z1954,Z1952,Z1953,Z1950,Z1951"
